,HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015
2,169,Afghanistan,2.3,3.3,3.9,4.7,5.0,5.0,5.0,5.0,5.0,5.0
3,75,Albania,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
4,83,Algeria,4.0,3.7,3.1,3.0,3.8,4.1,4.3,4.4,4.5,4.6
5,150,Angola,2.2,2.6,3.0,3.6,4.2,4.3,4.4,4.5,4.6,4.7
6,62,Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,45,Argentina,3.4,3.5,3.5,3.6,3.6,3.6,3.7,3.7,3.7,3.7
8,84,Armenia,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
9,2,Australia,1.3 k,1.3 k,1.3 k,1.3 k,1.5 k,1.5 k,1.5 k,1.5 k,1.5 k,1.5 k
10,24,Austria,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
11,78,Azerbaijan,0.9 u,0.9 u,0.7 u,0.6 u,0.7 u,0.7 u,0.8 u,0.9 u,0.9 u,0.9 u
12,58,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,47,Bahrain,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
14,139,Bangladesh,16.4,16.6,16.8,16.7,15.8,15.6,15.4,15.4,15.4,15.3
15,54,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,52,Belarus,0.8,0.6,0.5,0.4,0.5,0.5,0.5,0.6,0.6,0.6
17,22,Belgium,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7
18,103,Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,167,Benin,0.9,1.1,1.2,1.4,1.6,1.6,1.6,1.7,1.7,1.7
20,132,Bhutan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
21,118,Bolivia (Plurinational State of),1.0,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
22,81,Bosnia and Herzegovina,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
23,108,Botswana,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
24,79,Brazil,17.9,16.9,17.6,17.5,15.5,15.0,14.8,14.9,15.0,15.0
25,30,Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,Bulgaria,0.6,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3
27,185,Burkina Faso,1.7,1.9,2.2,2.5,2.9,2.9,3.0,3.0,3.1,3.1
28,184,Burundi,1.1,1.2,1.2,1.4,1.7,1.8,1.9,1.9,2.0,2.1
29,122,Cabo Verde,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
30,143,Cambodia,1.7,1.8,1.6,1.5,1.7,1.7,1.8,1.8,1.8,1.8
31,153,Cameroon,2.3,2.5,2.8,3.1,3.4,3.5,3.6,3.6,3.7,3.7
32,10,Canada,1.9,2.0,1.8,1.7,1.9,1.9,1.9,1.9,1.9,1.9
33,188,Central African Republic,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7
34,186,Chad,1.2,1.4,1.7,2.0,2.3,2.4,2.4,2.5,2.6,2.6
35,38,Chile,1.4,1.4,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2
36,90,China,132.6,108.2,79.8,75.7,78.8,79.3,80.3,81.6,82.7,83.2
37,95,Colombia,4.3,4.4,4.2,4.1,3.9,3.9,3.8,3.8,3.8,3.7
38,160,Comoros,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
39,135,Congo,0.4,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.8
40,176,Congo (Democratic Republic of the),6.6,8.0,9.1,10.6,12.2,12.6,12.9,13.2,13.5,13.9
41,66,Costa Rica,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3
42,45,Croatia,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43,68,Cuba,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6
44,33,Cyprus,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1 bb
45,28,Czech Republic,0.6,0.6,0.4,0.5,0.6,0.6,0.6,0.6,0.5,0.5
46,171,Côte d'Ivoire,2.2,2.5,2.8,3.1,3.3,3.4,3.4,3.5,3.6,3.7
47,5,Denmark,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
48,172,Djibouti,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
49,99,Dominican Republic,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1
50,89,Ecuador,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6
