,HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015
2,169,Afghanistan,0.3,0.4,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
3,75,Albania,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4
4,83,Algeria,0.9,1.1,1.4,1.7,2.0,2.1,2.1,2.2,2.3,2.4
5,150,Angola,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6
6,62,Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,45,Argentina,3.0,3.3,3.7,4.0,4.3,4.4,4.5,4.6,4.6,4.7
8,84,Armenia,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
9,2,Australia,1.9 k,2.2 k,2.4 k,2.6 k,3.0 k,3.1 k,3.2 k,3.3 k,3.5 k,3.6 k
10,24,Austria,1.1,1.2,1.2,1.3,1.5,1.5,1.5,1.6,1.6,1.6
11,78,Azerbaijan,0.3 u,0.4 u,0.5 u,0.6 u,0.5 u,0.5 u,0.5 u,0.5 u,0.5 u,0.5 u
12,58,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,47,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,139,Bangladesh,3.3,4.0,5.0,6.1,7.1,7.3,7.5,7.7,7.9,8.0
15,54,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,52,Belarus,1.1,1.3,1.3,1.4,1.3,1.3,1.3,1.3,1.3,1.3
17,22,Belgium,1.5,1.6,1.7,1.8,1.9,1.9,1.9,2.0,2.0,2.1
18,103,Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,167,Benin,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3
20,132,Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,118,Bolivia (Plurinational State of),0.3,0.4,0.4,0.5,0.6,0.6,0.6,0.6,0.7,0.7
22,81,Bosnia and Herzegovina,0.3,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6
23,108,Botswana,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
24,79,Brazil,6.0,7.3,8.9,11.0,13.3,13.8,14.4,15.0,15.6,16.3
25,30,Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56,Bulgaria,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4
27,185,Burkina Faso,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4
28,184,Burundi,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
29,122,Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,143,Cambodia,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6
31,153,Cameroon,0.4,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.7
32,10,Canada,3.1,3.5,3.9,4.2,4.8,5.0,5.2,5.4,5.6,5.8
33,188,Central African Republic,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
34,186,Chad,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3
35,38,Chile,0.9,1.0,1.2,1.4,1.6,1.7,1.8,1.8,1.9,2.0
36,90,China,61.7,71.8,84.5,97.8,110.6,113.9,117.3,121.1,125.8,131.4
37,95,Colombia,1.4,1.6,1.9,2.2,2.7,2.8,2.9,3.1,3.2,3.4
38,160,Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,135,Congo,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
40,176,Congo (Democratic Republic of the),1.0,1.2,1.4,1.6,1.9,2.0,2.1,2.1,2.2,2.3
41,66,Costa Rica,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4
42,45,Croatia,0.6,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8
43,68,Cuba,0.9,1.0,1.1,1.2,1.4,1.4,1.5,1.5,1.5,1.6
44,33,Cyprus,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1 bb
45,28,Czech Republic,1.3,1.4,1.4,1.4,1.6,1.7,1.7,1.8,1.8,1.9
46,171,Côte d'Ivoire,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7
47,5,Denmark,0.8,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.0,1.1
48,172,Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,99,Dominican Republic,0.3,0.4,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
50,89,Ecuador,0.4,0.5,0.6,0.8,0.9,0.9,1.0,1.0,1.0,1.1
51,111,Egypt,2.6,3.1,3.5,3.8,4.0,4.2,4.3,4.5,4.6,4.8
52,117,El Salvador,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5
53,135,Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,179,Eritrea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
55,30,Estonia,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
56,174,Ethiopia,1.5,1.8,2.1,2.4,2.9,3.0,3.1,3.2,3.3,3.5
